"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-05-31,274772,"Northeast Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",0,292700,0.0107044198895028,0.0401563610518834,0.127069695802849,0.114270483463848,0.051171383682828,"2017-05","2017-Q2",292700,0,"2017-05"
2017-05-31,192689,"Paradise","NV","Las Vegas","Clark","Las Vegas",1,205100,0.00786240786240786,0.0219232685600399,0.112859468258275,0.142851977532156,-0.0282635431970597,"2006-07","2006-Q3",290500,-0.293975903614458,"2004-06"
2017-05-31,112345,"Maryvale","AZ","Phoenix","Maricopa","Phoenix",2,150700,0.00533689126084056,0.0134498991257566,0.114644970414201,0.201044746829268,-0.0227524458795227,"2007-01","2007-Q1",192900,-0.218766200103681,"2005-09"
2017-05-31,27080,"Sherman Oaks","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",3,890000,0.0036084799278304,0.0117085370012504,0.0697115384615385,0.0829912747048385,0.0137359653024463,"2017-05","2017-Q2",890000,0,"2017-05"
2017-05-31,118208,"South Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",4,429200,0.00916999764871855,0.0402326708676684,0.15005359056806,0.123940712471037,-0.00588596260684682,"2007-05","2007-Q2",455300,-0.0573248407643312,"2006-07"
2017-05-31,270957,"Upper East Side","NY","New York","New York","New York",5,1336200,0.0470966225217459,0.115824634655532,0.271481587210962,0.097465429857853,0.0429474683296975,"2017-05","2017-Q2",1336200,0,"2017-05"
2017-05-31,192820,"Sunrise Manor","NV","Las Vegas","Clark","Las Vegas",6,169000,0.0113704368641532,0.0254854368932039,0.125916055962692,0.176741249226321,-0.0379753928110186,"2006-10","2006-Q4",258700,-0.346733668341709,"2004-06"
2017-05-31,194430,"East New York","NY","New York","Kings","New York",7,397600,0.0150625478682665,0.0416557505894682,0.114037545530961,0.0681849237102998,0.00546773656018651,"2017-05","2017-Q2",397600,0,"2017-05"
2017-05-31,192796,"Spring Valley","NV","Las Vegas","Clark","Las Vegas",8,224300,0.00808988764044944,0.0237334550433592,0.11814556331007,0.13554033862279,-0.0237686499467187,"2006-05","2006-Q2",303700,-0.261442212709911,"2004-06"
2017-05-31,268496,"Southeast Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",9,359400,0.00279017857142857,0.0268571428571429,0.114764267990074,0.128577933896805,-0.0124092118726487,"2007-04","2007-Q2",407700,-0.118469462840324,"2006-04"
2017-05-31,112547,"Paradise Valley","AZ","Phoenix","Maricopa","Phoenix",10,306100,0.00360655737704918,0.012570294409527,0.0658077994428969,0.0967464072105431,-0.00685607294148349,"2006-05","2006-Q2",342700,-0.106798949518529,"2005-08"
2017-05-31,111818,"Deer Valley","AZ","Phoenix","Maricopa","Phoenix",11,228400,0.00794351279788173,0.0191878625613565,0.0793950850661626,0.123489673656719,-0.00799904641516302,"2006-03","2006-Q1",256100,-0.108160874658337,"2005-08"
2017-05-31,41466,"Van Nuys","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",12,548000,0.00256128796194658,0.0106971597196606,0.0984165163359391,0.112966694499814,,"2017-05","2017-Q2",548000,0,"2017-05"
2017-05-31,272816,"Astoria","NY","New York","Queens","New York",13,691300,0.0172160094173043,0.0766235788817941,0.277818853974122,0.141044026522918,0.0806448592721336,"2017-05","2017-Q2",691300,0,"2017-05"
2017-05-31,273698,"Far North","TX","Dallas-Fort Worth","Dallas","Dallas",14,369900,-0.00242718446601942,0.00680457267283615,0.085387323943662,0.0957197459034889,0.0455230178598667,"2017-04","2017-Q2",370800,-0.00242718446601942,"2017-03"
2017-05-31,32059,"Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",15,744100,0.00323580962653364,0.00771939328277356,0.0212736755421356,0.104008723502164,0.0167203355118364,"2017-05","2017-Q2",744100,0,"2017-05"
2017-05-31,199001,"Williamsburg","NY","New York","Kings","New York",16,973600,0.00599297375490804,0.0217231608773219,0.0261382799325464,0.120018971527785,,"2016-10","2016-Q4",981600,-0.00814995925020375,"2016-09"
2017-05-31,272902,"Bedford Stuyvesant","NY","New York","Kings","New York",17,861500,0.0117439812096301,0.0183215130023641,0.0664768507056202,0.136134346634658,,"2016-10","2016-Q4",872000,-0.0120412844036697,"2016-09"
2017-05-31,273566,"East Side","TX","El Paso","El Paso","El Paso",18,118400,0.00084530853761623,0.00084530853761623,0.0198105081826012,0.00186853690159228,-0.0111883321098741,"2007-12","2007-Q4",134700,-0.121009651076466,"2006-08"
2017-05-31,267908,"Camelback East","AZ","Phoenix","Maricopa","Phoenix",19,289500,0.00695652173913043,0.0175746924428823,0.0863039399624766,0.125915290421311,0.00223801110613175,"2017-05","2017-Q2",289500,0,"2017-05"
2017-05-31,403222,"Crown Heights","NY","New York","Kings","New York",20,984400,0.0210559070635826,0.0487960792669934,0.104702053641567,0.149072128233251,,"2017-05","2017-Q2",984400,0,"2017-05"
2017-05-31,25294,"Jamaica","NY","New York","Queens","New York",21,435200,0.0055452865064695,0.0298154283009938,0.115611381697001,0.0734761909180413,-0.00118706580998895,"2007-05","2007-Q2",440400,-0.0118074477747502,"2006-12"
2017-05-31,195267,"Harlem","NY","New York","New York","New York",22,957700,0.0297849462365591,0.0557821629368317,0.142703734637871,0.107728322287534,0.0575294476118953,"2017-05","2017-Q2",957700,0,"2017-05"
2017-05-31,275237,"Roosevelt","CA","Fresno","Fresno","Fresno",23,166800,0.0170731707317073,0.0563647878404053,0.108305647840532,0.12466521361503,-0.0298314077840451,"2006-06","2006-Q2",233600,-0.285958904109589,"2004-11"
2017-05-31,193587,"Bushwick","NY","New York","Kings","New York",24,779300,0.00567815201961543,0.0262048986041612,0.0913037389721328,0.181697222079655,0.0730052324371624,"2017-05","2017-Q2",779300,0,"2017-05"
2017-05-31,274742,"North Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",25,527000,0.00342726580350343,0.0093851752537828,0.0502192108409725,0.05532777625435,-0.0129713467265685,"2006-02","2006-Q1",624800,-0.156530089628681,"2005-06"
2017-05-31,194379,"East Flatbush","NY","New York","Kings","New York",26,490100,0.0117671345995045,0.0370292001692763,0.133179190751445,0.0710038326161848,0.00890953274712825,"2017-05","2017-Q2",490100,0,"2017-05"
2017-05-31,35521,"Enterprise","NV","Las Vegas","Clark","Las Vegas",27,250000,0.00563153660498793,0.0183299389002037,0.0771219302024989,0.124566240093849,-0.0257452525313839,"2006-04","2006-Q2",344600,-0.274521183981428,"2004-05"
2017-05-31,273565,"East San Jose","CA","San Jose","Santa Clara","San Jose",28,645300,0.00954317897371715,0.0283665338645418,0.0816292323164599,0.135063655438961,0.00421835455576769,"2017-05","2017-Q2",645300,0,"2017-05"
2017-05-31,273555,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby","Memphis",29,103300,0.00486381322957198,0.0177339901477833,0.095440084835631,0.0419835558048431,0.00126725857854648,"2017-05","2017-Q2",103300,0,"2017-05"
2017-05-31,10957,"Corona","NY","New York","Queens","New York",30,444900,0.018777192580719,0.0587815326035221,0.205691056910569,0.11350257387785,0.0460576452599764,"2017-05","2017-Q2",444900,0,"2017-05"
2017-05-31,270945,"Sunset Park","NY","New York","Kings","New York",31,554200,0.0131627056672761,0.0620927558451514,0.162819974821653,0.117852643992357,0.0606745297049824,"2017-05","2017-Q2",554200,0,"2017-05"
2017-05-31,275456,"South Side","TX","Corpus Christi","Nueces","Corpus Christi",32,166300,0.00301568154402895,0.0121728545343883,0.049211356466877,0.0508083408175053,0.0142910464503929,"2017-05","2017-Q2",166300,0,"2017-05"
2017-05-31,46795,"North Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",33,536800,0.00864336715520481,0.0244274809160305,0.0899492385786802,0.11363456729196,-0.00178926954116043,"2006-10","2006-Q4",558000,-0.0379928315412186,"2006-01"
2017-05-31,193406,"Borough Park","NY","New York","Kings","New York",34,939400,0.0152383010915379,0.0506654736606643,0.17807875595686,0.104580231247403,,"2017-05","2017-Q2",939400,0,"2017-05"
2017-05-31,403223,"Elmhurst","NY","New York","Queens","New York",35,457300,0.0253363228699552,0.0914081145584726,0.312571756601607,0.109416273171269,,"2017-05","2017-Q2",457300,0,"2017-05"
2017-05-31,273088,"Bullard","CA","Fresno","Fresno","Fresno",36,263000,0.00689127105666156,0.0261412407335154,0.0814144736842105,0.0843893206705386,-0.0164342355428514,"2006-04","2006-Q2",349500,-0.247496423462089,"2004-08"
2017-05-31,274514,"Mid City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",37,862400,0.00759434513377731,0.0228917091685447,0.0958068614993647,0.0938921560493156,,"2017-05","2017-Q2",862400,0,"2017-05"
2017-05-31,271503,"Northeast","TX","El Paso","El Paso","El Paso",38,93000,0.00323624595469256,0.00977198697068404,0.0367892976588629,-0.00277248883150849,-0.00713146877925985,"2007-12","2007-Q4",100500,-0.0746268656716418,"2006-09"
2017-05-31,275501,"Southwest Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",39,141800,0.0063875088715401,0.0186781609195402,0.126290706910246,0.108035584912223,0.0276979225420089,"2017-05","2017-Q2",141800,0,"2017-05"
2017-05-31,268236,"Koreatown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",40,613900,0.00904010519395135,0.0279638312123242,0.0696985537550096,0.0932485699099339,0.00644521727065017,"2017-05","2017-Q2",613900,0,"2017-05"
2017-05-31,276023,"Westlake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",41,575800,0.013197254970966,0.0406651003072474,0.0676803263489709,0.140727566999298,0.0121692067624828,"2017-05","2017-Q2",575800,0,"2017-05"
2017-05-31,276652,"West San Jose","CA","San Jose","Santa Clara","San Jose",42,1273600,0.00695762175838077,0.019859064702114,0.0166839626406961,0.126809803152342,0.0466459801500783,"2017-05","2017-Q2",1273600,0,"2017-05"
2017-05-31,276659,"White Haven-Coro Lake","TN","Memphis","Shelby","Memphis",43,65600,0.00152671755725191,0.00613496932515337,0.0860927152317881,0.0299531771681292,-0.0161505347555699,"2007-05","2007-Q2",77200,-0.150259067357513,"2001-07"
2017-05-31,276476,"North Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",44,418000,0.00143747005270723,0.0125968992248062,0.0762100926879506,0.108540457633496,-0.00883714344809294,"2006-09","2006-Q3",458500,-0.0883315158124318,"2005-11"
2017-05-31,271511,"Northwest","TX","El Paso","El Paso","El Paso",45,185500,0.000539374325782093,0.00107933081489477,0.00433134813210612,0.00032376436745496,-0.00589586104910356,"2007-12","2007-Q4",202500,-0.0839506172839506,"2006-09"
2017-05-31,269592,"Logan Square","IL","Chicago","Cook","Chicago",46,299200,-0.00133511348464619,-0.00299900033322226,0.07124955245256,0.0908534103095904,0.00247315002656978,"2017-02","2017-Q1",300100,-0.00299900033322226,"2017-01"
2017-05-31,343217,"South Bronx","NY","New York","Bronx","New York",47,353000,0.0105926137990266,0.0336749633967789,0.0680786686838124,0.0421207754455779,0.0054878474462261,"2017-05","2017-Q2",353000,0,"2017-05"
2017-05-31,275454,"South Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",48,307800,0.00588235294117647,0.0215731828742117,0.087248322147651,0.115882671476413,0.00381503547451989,"2017-05","2017-Q2",307800,0,"2017-05"
2017-05-31,41131,"Sun Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",49,483500,0.00897328881469115,0.0263213755041392,0.0811717352415027,0.108025057981417,-0.0058855697247181,"2006-09","2006-Q3",524200,-0.0776421213277375,"2005-10"
2017-05-31,30731,"Canoga Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",50,487900,0.0118208212360017,0.0323741007194245,0.0897922716104534,0.105414807078663,-0.00453727910520574,"2006-06","2006-Q2",523300,-0.0676476208675712,"2005-10"
2017-05-31,273480,"Downtown","CA","San Jose","Santa Clara","San Jose",51,728400,0.00858487953475492,0.0282326369282891,0.0605707629586488,0.142065202739377,0.0199729825020902,"2017-05","2017-Q2",728400,0,"2017-05"
2017-05-31,27182,"South Ozone Park","NY","New York","Queens","New York",52,471500,0.00468783294268059,0.0310518259348349,0.100350058343057,0.0616516880383893,-0.00756517390060729,"2007-04","2007-Q2",509200,-0.074037706205813,"2006-07"
2017-05-31,267900,"Ahwatukee Foothills","AZ","Phoenix","Maricopa","Phoenix",53,300500,0.00333889816360601,0.011443958263211,0.0423170308706209,0.0785434009440622,-0.011251265214249,"2006-03","2006-Q1",360300,-0.165972800444074,"2005-06"
2017-05-31,113886,"Boyle Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",54,413200,0.0063321967851924,0.0202469135802469,0.087654645959463,0.124702565592284,0.000193817290412346,"2007-02","2007-Q1",415700,-0.00601395236949723,"2006-11"
2017-05-31,274756,"North Valley","CA","San Jose","Santa Clara","San Jose",55,805500,0.0102847108992851,0.0307101727447217,0.0732844770153231,0.131397338560448,0.0254662690537255,"2017-05","2017-Q2",805500,0,"2017-05"
2017-05-31,115003,"Evergreen","CA","San Jose","Santa Clara","San Jose",56,919000,0.0037134119702927,0.0135656777324363,0.0402988453701607,0.103710180711565,0.0150733703842092,"2017-05","2017-Q2",919000,0,"2017-05"
2017-05-31,34213,"Sylmar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",57,473900,0.00338767732373491,0.019578313253012,0.0824577432617634,0.101844439267246,-0.00843648785487061,"2006-11","2006-Q4",528500,-0.103311258278146,"2005-09"
2017-05-31,403131,"Sheepshead Bay","NY","New York","Kings","New York",58,656900,0.0179761351309468,0.0533996151379089,0.159576345984113,0.0774931920394226,0.0254342905666456,"2017-05","2017-Q2",656900,0,"2017-05"
2017-05-31,118987,"Willow Glen","CA","San Jose","Santa Clara","San Jose",59,1074400,0.00571000655246654,0.00882629107981221,0.0248974530191739,0.108648484824378,0.0305756741525665,"2017-05","2017-Q2",1074400,0,"2017-05"
2017-05-31,275950,"West","TX","Dallas-Fort Worth","Tarrant","Arlington",60,188500,0.00640683395621997,0.0239000543183053,0.0783752860411899,0.0784742201254336,0.0286597045771635,"2017-05","2017-Q2",188500,0,"2017-05"
2017-05-31,270318,"North Raleigh","NC","Raleigh","Wake","Raleigh",61,270100,0.000741015190811412,0.0204004533434076,0.0684335443037975,0.0499309672496191,0.0183918355479622,"2017-05","2017-Q2",270100,0,"2017-05"
2017-05-31,33183,"Northridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",62,676300,0.00266864343958488,0.0124251497005988,0.066046658259773,0.0898258003160202,,"2017-05","2017-Q2",676300,0,"2017-05"
2017-05-31,54300,"San Pedro","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",63,578000,0.000346140533056421,0.00556715379262352,0.073950204384987,0.0827538170669269,0.000677256384489233,"2006-08","2006-Q3",606600,-0.0471480382459611,"2005-11"
2017-05-31,403117,"Little Village","IL","Chicago","Cook","Chicago",64,140900,0.00142146410803127,0.0173285198555957,0.115597783056215,0.0528745368822445,-0.0331560489078779,"2006-09","2006-Q3",202000,-0.302475247524752,"2003-04"
2017-05-31,343228,"Southwest","CA","San Diego","San Diego","Chula Vista",65,432400,0.00348108609886285,0.0100443821537024,0.0523241664638598,0.111920444840866,-0.00475308654145001,"2006-05","2006-Q2",493000,-0.122920892494929,"2004-10"
2017-05-31,118872,"West Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",66,539400,0.00653106922933383,0.0129577464788732,0.0745019920318725,0.101334970173934,-0.00668139707065463,"2006-08","2006-Q3",592300,-0.089312848218808,"2005-08"
2017-05-31,40215,"Pacoima","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",67,429400,0.00538515570124093,0.0177767243422612,0.0748435544430538,0.115955957918203,-0.0119798756075343,"2007-03","2007-Q1",487600,-0.119360131255127,"2005-10"
2017-05-31,116625,"Mira Mesa","CA","San Diego","San Diego","San Diego",68,548700,0.00623509994498441,0.0172413793103448,0.0521572387344199,0.0913605458356865,0.0146992539324213,"2017-05","2017-Q2",548700,0,"2017-05"
2017-05-31,276215,"Blossom Valley","CA","San Jose","Santa Clara","San Jose",69,813300,0.00718266253869969,0.0177699912401452,0.0356551636317331,0.121505047856296,0.0191613243140132,"2017-05","2017-Q2",813300,0,"2017-05"
2017-05-31,403169,"West Rogers Park","IL","Chicago","Cook","Chicago",70,165400,-0.00720288115246099,-0.0270588235294118,-0.013126491646778,0.0368866519730688,-0.0424411300952628,"2007-07","2007-Q3",256000,-0.35390625,"2001-05"
2017-05-31,18071,"Far Rockaway","NY","New York","Queens","New York",71,424400,0.0155539602775784,0.0468672915638875,0.115961083355246,0.0437526792961551,,"2017-05","2017-Q2",424400,0,"2017-05"
2017-05-31,273348,"Cordova-Appling","TN","Memphis","Shelby","Memphis",72,142700,-0.00279524807826695,-0.00349162011173184,0.0423666910153397,0.0333702776875626,-0.00622831166476623,"2007-02","2007-Q1",152900,-0.0667102681491171,"2003-08"
2017-05-31,275173,"Ridgewood","NY","New York","Queens","New York",73,724700,0.0134246958467347,0.0627658014371609,0.256414701803051,0.139568263412199,0.0447884812602035,"2017-05","2017-Q2",724700,0,"2017-05"
2017-05-31,273973,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby","Memphis",74,93800,0.00643776824034335,0.0217864923747277,0.0769230769230769,0.0463096917140797,-0.0163405441740634,"2007-04","2007-Q2",110900,-0.15419296663661,"2002-02"
2017-05-31,45032,"East Elmhurst","NY","New York","Queens","New York",75,684300,0.00884564352056612,0.0401276789785682,0.12253937007874,0.0902688326602288,0.0109649965024514,"2017-05","2017-Q2",684300,0,"2017-05"
2017-05-31,40548,"Reseda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",76,493700,0.00693452987966551,0.025124584717608,0.075599128540305,0.113199974373725,-0.00351620537966468,"2006-06","2006-Q2",527200,-0.0635432473444613,"2005-11"
2017-05-31,13176,"Panorama City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",77,424200,0.000471698113207547,0.0092790863668808,0.0693219057222082,0.116956262800529,-0.0138324753819198,"2007-04","2007-Q2",490800,-0.135696821515892,"2005-08"
2017-05-31,114074,"Cambrian Park","CA","San Jose","Santa Clara","San Jose",78,1048300,0.00373420145538108,0.015597752373571,0.0434999004578937,0.116357999078657,0.035847727157585,"2017-05","2017-Q2",1048300,0,"2017-05"
2017-05-31,275424,"South Dorchester","MA","Boston","Suffolk","Boston",79,463100,0.00871269875844043,0.0369458128078818,0.131720430107527,0.104451777396931,0.0356327380014818,"2017-05","2017-Q2",463100,0,"2017-05"
2017-05-31,13017,"North Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",80,546400,0.00238488350761328,0.013353115727003,0.0811238622872972,0.103913578656692,-0.000565586554300612,"2006-11","2006-Q4",556300,-0.0177961531547726,"2006-02"
2017-05-31,274526,"Midtown","TN","Memphis","Shelby","Memphis",81,72100,0.00698324022346369,0.0256045519203414,0.0556368960468521,0.024120496631598,-0.000690849007844219,"2007-03","2007-Q1",72800,-0.00961538461538462,"2007-01"
2017-05-31,246678,"Princess Anne","VA","Virginia Beach","Virginia Beach City","Virginia Beach",82,318500,0.00378190986448156,0.00950871632329636,0.0228002569043031,0.0292823701421918,-0.00272175992628232,"2007-07","2007-Q3",328500,-0.030441400304414,"2005-12"
2017-05-31,275471,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",83,184600,0.0126165660998354,0.0382452193475816,0.154471544715447,0.0795461012812027,,"2017-05","2017-Q2",184600,0,"2017-05"
2017-05-31,343868,"Northwest Raleigh","NC","Raleigh","Wake","Raleigh",84,276500,-0.00144456482484652,0.00912408759124088,0.0485400075843762,0.0433851883431926,0.0168290093795853,"2017-04","2017-Q2",276900,-0.00144456482484652,"2017-04"
2017-05-31,48516,"Wilmington","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",85,423700,-0.00399623883403855,-0.00164938737040528,0.0661801711122295,0.0976604727164405,-0.0125424512383958,"2006-09","2006-Q3",495600,-0.145076674737692,"2005-09"
2017-05-31,273652,"Estrella","AZ","Phoenix","Maricopa","Phoenix",86,179000,0.00448933782267116,0.0118711136235161,0.101538461538462,0.165030770709702,-0.0221327670342181,"2006-07","2006-Q3",232300,-0.229444683598795,"2005-05"
2017-05-31,270886,"Midwood","NY","New York","Kings","New York",87,849100,0.00568518299182755,0.0226424184029869,0.134856990109596,0.0932912657567033,0.0294003903496491,"2017-05","2017-Q2",849100,0,"2017-05"
2017-05-31,214232,"Oxford Circle","PA","Philadelphia","Philadelphia","Philadelphia",88,128600,0.0031201248049922,0.0102120974076984,0.094468085106383,0.0252954295124381,-0.00781790864891718,"2006-01","2006-Q1",150800,-0.147214854111406,"2005-04"
2017-05-31,273540,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",89,225100,0.00896458987001345,0.0297346752058554,0.124937531234383,0.0676069566432627,0.021931368513689,"2017-05","2017-Q2",225100,0,"2017-05"
2017-05-31,51128,"Brentwood","NY","New York","Suffolk","Town of Islip",90,281000,0.0137085137085137,0.0346097201767305,0.0908385093167702,0.0915954157945364,-0.0274285053803102,"2007-03","2007-Q1",372000,-0.244623655913978,"2004-09"
2017-05-31,26352,"Ozone Park","NY","New York","Queens","New York",91,493400,0.0110655737704918,0.0440118493440542,0.121363636363636,0.0689612085205686,0.00138874078321805,"2017-05","2017-Q2",493400,0,"2017-05"
2017-05-31,274771,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",92,258500,0.00583657587548638,0.0201262825572218,0.0888795282224094,0.0587600587327446,0.021532552927896,"2017-05","2017-Q2",258500,0,"2017-05"
2017-05-31,275115,"Queens Village","NY","New York","Queens","New York",93,477400,0.00632377740303541,0.0317700453857791,0.0810688405797101,0.0622974800583456,-0.00159875476246552,"2006-11","2006-Q4",488900,-0.0235221926774392,"2006-08"
2017-05-31,276151,"Woodward Park","CA","Fresno","Fresno","Fresno",94,323900,0.0024760136180749,0.0159974905897114,0.057805355976486,0.0679144927239017,-0.0111139505324559,"2006-03","2006-Q1",408500,-0.207099143206854,"2004-10"
2017-05-31,197044,"Park Slope","NY","New York","Kings","New York",95,1234400,0.0401078530502191,0.113576905728462,0.268523276127839,0.130703909859276,0.0762506348334511,"2017-05","2017-Q2",1234400,0,"2017-05"
2017-05-31,274552,"Mission","CA","San Francisco","San Francisco","San Francisco",96,1296100,0.000849420849420849,0.0118666562573191,0.0520292207792208,0.124982301475891,0.0510339412508671,"2017-05","2017-Q2",1296100,0,"2017-05"
2017-05-31,269566,"Albany Park","IL","Chicago","Cook","Chicago",97,226900,0.00889284126278346,0.0147584973166369,0.0592903828197946,0.0579524462746617,-0.0188282422667234,"2007-11","2007-Q4",278600,-0.185570710696339,"2003-08"
2017-05-31,417478,"Green Run","VA","Virginia Beach","Virginia Beach City","Virginia Beach",98,212200,0.00378429517502365,0.0128878281622912,0.0236372407139411,0.0258259983113307,-0.00269295114506163,"2007-08","2007-Q3",218500,-0.0288329519450801,"2006-11"
2017-05-31,118920,"Westwood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",99,1137700,0.00734903488578006,0.0129997328822011,0.0534259259259259,0.0931903710297943,0.0178727451894998,"2017-05","2017-Q2",1137700,0,"2017-05"
2017-05-31,273201,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",100,209000,0.0101498308361527,0.0300640709709216,0.116452991452991,0.0714623478393703,0.0239825671859442,"2017-05","2017-Q2",209000,0,"2017-05"
2017-05-31,273860,"Gramercy","NY","New York","New York","New York",101,982700,0.0604294809539225,0.138438368860056,0.258097554730508,0.0951186978430907,0.0460941881774832,"2017-05","2017-Q2",982700,0,"2017-05"
2017-05-31,193526,"Brownsville","NY","New York","Kings","New York",102,390900,0.0111226073460942,0.0341269841269841,0.179897373981286,0.0742001476850602,0.00499511136601805,"2017-05","2017-Q2",390900,0,"2017-05"
2017-05-31,269568,"Archer Heights","IL","Chicago","Cook","Chicago",103,179600,0.00111482720178372,0.0227790432801822,0.0728793309438471,0.072613259534644,-0.0260702973084188,"2006-04","2006-Q2",239900,-0.251354731137974,"2003-07"
2017-05-31,276128,"Richmond Hill","NY","New York","Queens","New York",104,506300,0.0105788423153693,0.0419839473142622,0.121373200442968,0.0694583332423742,0.00037604817690462,"2017-05","2017-Q2",506300,0,"2017-05"
2017-05-31,269605,"Rogers Park","IL","Chicago","Cook","Chicago",105,150500,-0.0066006600660066,-0.014407334643091,0.00736278447121821,0.0511088617129654,-0.0372109838138859,"2007-02","2007-Q1",221800,-0.321460775473399,"2001-08"
2017-05-31,274056,"Hoover","CA","Fresno","Fresno","Fresno",106,203500,0.00692726373082632,0.0277777777777778,0.0946745562130177,0.0983663064292173,-0.0215757076482946,"2006-03","2006-Q1",281300,-0.276573053679346,"2004-09"
2017-05-31,403120,"South Austin","IL","Chicago","Cook","Chicago",107,164800,0.0122850122850123,0.0530351437699681,0.123381049761418,0.0533248529021015,-0.016027958352855,"2007-11","2007-Q4",198500,-0.169773299748111,"2005-06"
2017-05-31,273794,"Fresno High Roeding","CA","Fresno","Fresno","Fresno",108,160800,0.00941619585687382,0.0334190231362468,0.100616016427105,0.132543911677017,-0.0283130114002492,"2006-03","2006-Q1",235300,-0.316617084572886,"2004-08"
2017-05-31,275707,"The Heights","NJ","New York","Hudson","Jersey City",109,413900,0.0112387002198876,0.0446744068652196,0.208820093457944,0.131665595110526,-0.000481928634489925,"2007-04","2007-Q2",416400,-0.00600384245917387,"2007-01"
2017-05-31,229214,"Raleigh","TN","Memphis","Shelby","Memphis",110,77700,0.00387596899224806,0.01171875,0.0746887966804979,0.0291559539810622,-0.0166445009845637,"2006-12","2006-Q4",92900,-0.163616792249731,"2000-06"
2017-05-31,267926,"Encanto","AZ","Phoenix","Maricopa","Phoenix",111,231400,0.0052128583840139,0.0131348511383538,0.090994813767091,0.152508716073294,0.00174524451390257,"2017-05","2017-Q2",231400,0,"2017-05"
2017-05-31,244707,"Kempsville","VA","Virginia Beach","Virginia Beach City","Virginia Beach",112,225300,0.00535475234270415,0.00715243629861422,0.0292370945637277,0.0265848488106968,-0.00296912997332566,"2007-10","2007-Q4",235000,-0.0412765957446809,"2006-07"
2017-05-31,193182,"Bath Beach","NY","New York","Kings","New York",113,644400,0.0146433632498819,0.0366795366795367,0.130923130923131,0.0739790209824833,,"2017-05","2017-Q2",644400,0,"2017-05"
2017-05-31,269072,"Little Havana","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",114,152100,-0.00653167864141084,0.00795228628230616,0.0599303135888502,0.139412045828749,-0.0311407800367944,"2007-04","2007-Q2",212600,-0.284571966133584,"2005-01"
2017-05-31,271457,"Lower Valley","TX","El Paso","El Paso","El Paso",115,87300,0.00229621125143513,0.0046029919447641,0.0246478873239437,0.0037063791467784,0.00150144269731123,"2009-09","2009-Q3",92300,-0.0541711809317443,"2008-10"
2017-05-31,343869,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",116,171900,-0.00116211504938989,0.0147579693034238,0.0565457897971727,0.0405740153174075,0.0119804771787466,"2017-04","2017-Q2",172100,-0.00116211504938989,"2017-04"
2017-05-31,273177,"Centennial Hills","NV","Las Vegas","Clark","Las Vegas",117,237400,0.0110732538330494,0.0268166089965398,0.0889908256880734,0.133275235837137,-0.0259204887389936,"2006-03","2006-Q1",328900,-0.278200060808756,"2004-05"
