Park,Year,Recreation Visitors,Tent Campers,RV Campers,Backcountry Campers,
Grand Canyon NP,1992,"4,203,545","132,523","124,169","230,627",
Grand Canyon NP,1993,"4,575,602","165,120","110,016","244,824",
Grand Canyon NP,1994,"4,364,316","165,609","86,196","256,269",
Grand Canyon NP,1995,"4,557,645","148,025","116,666","256,799",
Grand Canyon NP,1996,"4,537,703","151,166","81,454","265,293",
Grand Canyon NP,1997,"4,791,668","142,959","75,869","246,610",
Grand Canyon NP,1998,"4,239,682","130,594","54,985","152,778",
Grand Canyon NP,1999,"4,575,124","178,966","131,603","154,478",
Grand Canyon NP,2000,"4,460,228","159,360","96,304","181,998",
Grand Canyon NP,2001,"4,104,809","170,219","107,308","250,876",
Grand Canyon NP,2002,"4,001,974","166,098","107,301","241,738",
Grand Canyon NP,2003,"4,124,900","164,143","106,530","244,271",
Grand Canyon NP,2004,"4,326,234","161,427","117,221","255,617",
Grand Canyon NP,2005,"4,401,522","149,193","115,715","238,381",
Grand Canyon NP,2006,"4,279,439","140,507","121,258","244,413",
Grand Canyon NP,2007,"4,413,668","141,786","100,735","282,663",
Grand Canyon NP,2008,"4,425,314","141,971","101,075","314,304",
Grand Canyon NP,2009,"4,348,068","148,065","102,273","276,150",
Grand Canyon NP,2010,"4,388,386","155,038","95,626","295,949",
Grand Canyon NP,2011,"4,298,178","206,850","126,310","291,833",
Grand Canyon NP,2012,"4,421,352","150,673","69,667","300,418",
Grand Canyon NP,2013,"4,564,840","111,229","53,446","234,878",
Grand Canyon NP,2014,"4,756,771","73,502","34,904","269,236",
Grand Canyon NP,2015,"5,520,736","207,490","101,227","293,866",
Grand Canyon NP,2016,"5,969,811","206,626","88,600","330,703",
,,,,,,
Grand Portage NM,1961,"27,600",,,,
Grand Portage NM,1962,"32,200",,,,
Grand Portage NM,1963,"32,400",,,,
Grand Portage NM,1964,"66,100",,,,
Grand Portage NM,1965,"70,200",,,,
Grand Portage NM,1966,"75,100",,,,
Grand Portage NM,1967,"103,500",,,,
Grand Portage NM,1968,"65,300",,,,
Grand Portage NM,1969,"92,900",,,,
Grand Portage NM,1970,"85,800",,,,
Grand Portage NM,1971,"70,600",,,,
Grand Portage NM,1972,"62,014",,,,
Grand Portage NM,1973,"79,400",,,,
Grand Portage NM,1974,"29,700",,,,
Grand Portage NM,1975,"37,500",,,,
Grand Portage NM,1976,"37,400",,,,
Grand Portage NM,1977,"40,100",,,,
Grand Portage NM,1978,"42,218",,,,
Grand Portage NM,1979,"36,931",0,0,386,
Grand Portage NM,1980,"43,229",0,0,465,
Grand Portage NM,1981,"41,404",0,0,319,
Grand Portage NM,1982,"36,068",0,0,313,
Grand Portage NM,1983,"36,261",0,0,221,
Grand Portage NM,1984,"45,669",0,0,267,
Grand Portage NM,1985,"46,488",0,0,294,
Grand Portage NM,1986,"46,782",0,0,239,
Grand Portage NM,1987,"47,251",0,0,191,
Grand Portage NM,1988,"74,372",0,0,187,
Grand Portage NM,1989,"75,673",0,0,106,
Grand Portage NM,1990,"72,250",0,0,159,
Grand Portage NM,1991,"67,597",0,0,116,
Grand Portage NM,1992,"54,292",0,0,74,
Grand Portage NM,1993,"61,372",0,0,109,
Grand Portage NM,1994,"70,016",0,0,142,
Grand Portage NM,1995,"75,810",0,0,272,
Grand Portage NM,1996,"71,746",0,0,89,
Grand Portage NM,1997,"69,752",0,0,92,
Grand Portage NM,1998,"75,227",0,0,70,
Grand Portage NM,1999,"74,744",0,0,145,
Grand Portage NM,2000,"92,914",0,0,83,
Grand Portage NM,2001,"81,428",0,0,103,
Grand Portage NM,2002,"69,486",0,0,179,
Grand Portage NM,2003,"63,289",0,0,46,
Grand Portage NM,2004,"62,815",0,0,66,
Grand Portage NM,2005,"62,842",0,0,67,
Grand Portage NM,2006,"53,443",0,0,154,
Grand Portage NM,2007,"68,856",0,0,99,
Grand Portage NM,2008,"77,323",0,0,125,
Grand Portage NM,2009,"76,025",0,0,60,
Grand Portage NM,2010,"113,996",0,0,210,
Grand Portage NM,2011,"97,440",0,0,149,
Grand Portage NM,2012,"93,156",0,0,200,
Grand Portage NM,2013,"88,598",0,0,32,
Grand Portage NM,2014,"88,877",0,0,48,
Grand Portage NM,2015,"91,751",0,0,57,
Grand Portage NM,2016,"95,862",0,0,36,
,,,,,,
Grand Teton NP,1929,"51,500",,,,
Grand Teton NP,1930,"60,000",,,,
Grand Teton NP,1931,"62,000",,,,
Grand Teton NP,1932,"40,000",,,,
Grand Teton NP,1933,"42,500",,,,
Grand Teton NP,1934,"75,000",,,,
Grand Teton NP,1935,"100,000",,,,
Grand Teton NP,1936,"125,000",,,,
Grand Teton NP,1937,"135,000",,,,
Grand Teton NP,1938,"153,353",,,,
Grand Teton NP,1939,"87,133",,,,
Grand Teton NP,1940,"103,324",,,,
Grand Teton NP,1941,"125,489",,,,
Grand Teton NP,1942,"33,808",,,,
Grand Teton NP,1943,"8,203",,,,
Grand Teton NP,1944,"19,978",,,,
Grand Teton NP,1945,"41,349",,,,
Grand Teton NP,1946,"136,441",,,,
Grand Teton NP,1947,"142,975",,,,
Grand Teton NP,1948,"153,054",,,,
Grand Teton NP,1949,"166,506",,,,
Grand Teton NP,1950,"189,286",,,,
Grand Teton NP,1951,"637,785",,,,
Grand Teton NP,1952,"785,343",,,,
Grand Teton NP,1953,"942,966",,,,
Grand Teton NP,1954,"1,003,500",,,,
Grand Teton NP,1955,"1,104,700",,,,
Grand Teton NP,1956,"1,197,200",,,,
Grand Teton NP,1957,"1,306,300",,,,
Grand Teton NP,1958,"1,428,500",,,,
Grand Teton NP,1959,"1,529,600",,,,
Grand Teton NP,1960,"1,429,900",,,,
Grand Teton NP,1961,"1,492,400",,,,
Grand Teton NP,1962,"1,799,400",,,,
Grand Teton NP,1963,"2,158,800",,,,
Grand Teton NP,1964,"2,456,800",,,,
Grand Teton NP,1965,"2,507,000",,,,
Grand Teton NP,1966,"2,673,100",,,,
Grand Teton NP,1967,"2,643,700",,,,
Grand Teton NP,1968,"2,970,300",,,,
Grand Teton NP,1969,"3,134,400",,,,
Grand Teton NP,1970,"3,352,500",,,,
Grand Teton NP,1971,"2,556,400",,,,
Grand Teton NP,1972,"2,490,266",,,,
Grand Teton NP,1973,"2,228,600",,,,
Grand Teton NP,1974,"2,392,900",,,,
Grand Teton NP,1975,"2,173,500",,,,
Grand Teton NP,1976,"2,834,700",,,,
Grand Teton NP,1977,"3,258,000",,,,
Grand Teton NP,1978,"3,160,026",,,,
Grand Teton NP,1979,"2,446,171","122,465","117,590","24,558",
Grand Teton NP,1980,"2,555,627","150,109","111,961","23,375",
Grand Teton NP,1981,"2,643,644","161,590","106,725","24,259",
Grand Teton NP,1982,"2,534,029","143,487","108,665","18,893",
Grand Teton NP,1983,"1,532,035","102,623","87,598","27,168",
Grand Teton NP,1984,"1,360,898","107,664","85,555","24,060",
Grand Teton NP,1985,"1,334,483","93,805","82,905","23,425",
Grand Teton NP,1986,"1,306,322","89,999","82,363","22,047",
Grand Teton NP,1987,"1,450,791","94,607","94,576","19,099",
Grand Teton NP,1988,"1,232,691","90,518","69,919","22,988",
Grand Teton NP,1989,"1,331,659","105,184","97,223","20,827",
Grand Teton NP,1990,"1,588,253","111,492","187,581","23,307",
Grand Teton NP,1991,"1,625,752","126,501","108,226","27,114",
Grand Teton NP,1992,"1,744,636","132,257","102,959","29,860",
Grand Teton NP,1993,"2,568,689","132,337","111,307","25,667",
Grand Teton NP,1994,"2,540,699","151,785","117,568","37,265",
Grand Teton NP,1995,"2,731,015","154,979","130,988","19,557",
Grand Teton NP,1996,"2,733,439","140,174","121,552","28,750",
Grand Teton NP,1997,"2,658,762","116,995","108,112","31,354",
Grand Teton NP,1998,"2,757,060","116,841","126,524","30,878",
Grand Teton NP,1999,"2,680,025","122,731","117,148","32,169",
Grand Teton NP,2000,"2,590,624","109,062","105,060","32,332",
Grand Teton NP,2001,"2,535,108","113,720","100,219","32,700",
Grand Teton NP,2002,"2,612,629","115,963","114,846","31,975",
Grand Teton NP,2003,"2,355,693","106,042","119,023","12,949",
Grand Teton NP,2004,"2,360,373","94,693","103,937","27,752",
Grand Teton NP,2005,"2,463,442",69,974,"22,424",
Grand Teton NP,2006,"2,406,476",383,"1,973","26,858",
Grand Teton NP,2007,"2,588,574",0,0,"29,906",
Grand Teton NP,2008,"2,485,987",66,366,"27,521",
Grand Teton NP,2009,"2,580,081",92,904,"30,731",
Grand Teton NP,2010,"2,669,374",0,0,"30,597",
Grand Teton NP,2011,"2,587,437",0,0,"28,216",
Grand Teton NP,2012,"2,705,256",0,0,"30,214",
Grand Teton NP,2013,"2,688,794",10,56,"30,157",
Grand Teton NP,2014,"2,791,392",46,459,"29,524",
Grand Teton NP,2015,"3,149,921",0,0,"33,798",
Grand Teton NP,2016,"3,270,076",0,0,"36,206",
,,,,,,
Grant-Kohrs Ranch NHS,1979,"21,325",0,0,0,
Grant-Kohrs Ranch NHS,1980,"19,449",0,0,0,
Grant-Kohrs Ranch NHS,1981,"23,559",0,0,0,
Grant-Kohrs Ranch NHS,1982,"27,790",0,0,0,
Grant-Kohrs Ranch NHS,1983,"34,292",0,0,0,
Grant-Kohrs Ranch NHS,1984,"23,766",0,0,0,
Grant-Kohrs Ranch NHS,1985,"23,166",0,0,0,
Grant-Kohrs Ranch NHS,1986,"27,029",0,0,0,
Grant-Kohrs Ranch NHS,1987,"25,407",0,0,0,
Grant-Kohrs Ranch NHS,1988,"22,886",0,0,0,
Grant-Kohrs Ranch NHS,1989,"23,415",0,0,0,
Grant-Kohrs Ranch NHS,1990,"26,753",0,0,0,
Grant-Kohrs Ranch NHS,1991,"26,927",0,0,0,
Grant-Kohrs Ranch NHS,1992,"27,853",0,0,0,
Grant-Kohrs Ranch NHS,1993,"26,987",0,0,0,
Grant-Kohrs Ranch NHS,1994,"26,056",0,0,0,
Grant-Kohrs Ranch NHS,1995,"29,395",0,0,0,
Grant-Kohrs Ranch NHS,1996,"29,175",0,0,0,
Grant-Kohrs Ranch NHS,1997,"28,460",0,0,0,
Grant-Kohrs Ranch NHS,1998,"25,374",0,0,0,
Grant-Kohrs Ranch NHS,1999,"23,502",0,0,0,
Grant-Kohrs Ranch NHS,2000,"20,864",0,0,0,
Grant-Kohrs Ranch NHS,2001,"20,188",0,0,0,
Grant-Kohrs Ranch NHS,2002,"20,273",0,0,0,
Grant-Kohrs Ranch NHS,2003,"18,521",0,0,0,
Grant-Kohrs Ranch NHS,2004,"20,399",0,0,0,
Grant-Kohrs Ranch NHS,2005,"17,553",0,0,0,
Grant-Kohrs Ranch NHS,2006,"19,795",0,0,0,
Grant-Kohrs Ranch NHS,2007,"17,494",0,0,0,
Grant-Kohrs Ranch NHS,2008,"16,633",0,0,0,
Grant-Kohrs Ranch NHS,2009,"20,099",0,0,0,
Grant-Kohrs Ranch NHS,2010,"22,075",0,0,0,
Grant-Kohrs Ranch NHS,2011,"20,293",0,0,0,
Grant-Kohrs Ranch NHS,2012,"17,095",0,0,0,
Grant-Kohrs Ranch NHS,2013,"18,848",0,0,0,
Grant-Kohrs Ranch NHS,2014,"20,565",0,0,0,
Grant-Kohrs Ranch NHS,2015,"22,139",0,0,0,
Grant-Kohrs Ranch NHS,2016,"23,176",0,0,0,
,,,,,,
Great Basin NP,1934,"1,968",,,,
Great Basin NP,1935,"2,977",,,,
Great Basin NP,1936,"2,348",,,,
Great Basin NP,1937,"2,856",,,,
Great Basin NP,1938,"3,455",,,,
Great Basin NP,1939,"3,958",,,,
Great Basin NP,1940,"4,943",,,,
Great Basin NP,1941,"4,864",,,,
Great Basin NP,1942,"1,673",,,,
Great Basin NP,1943,"1,028",,,,
Great Basin NP,1944,872,,,,
Great Basin NP,1945,"1,318",,,,
Great Basin NP,1946,"3,546",,,,
Great Basin NP,1947,"4,751",,,,
Great Basin NP,1948,"6,103",,,,
Great Basin NP,1949,"8,464",,,,
Great Basin NP,1950,"8,350",,,,
Great Basin NP,1951,"8,038",,,,
Great Basin NP,1952,"11,721",,,,
Great Basin NP,1953,"16,693",,,,
Great Basin NP,1954,"18,400",,,,
Great Basin NP,1955,"18,400",,,,
Great Basin NP,1956,"20,300",,,,
Great Basin NP,1957,"20,800",,,,
Great Basin NP,1958,"20,300",,,,
Great Basin NP,1959,"22,200",,,,
Great Basin NP,1960,"20,700",,,,
Great Basin NP,1961,"24,300",,,,
Great Basin NP,1962,"27,300",,,,
Great Basin NP,1963,"32,500",,,,
Great Basin NP,1964,"34,800",,,,
Great Basin NP,1965,"35,600",,,,
Great Basin NP,1966,"43,300",,,,
Great Basin NP,1967,"53,800",,,,
Great Basin NP,1968,"42,400",,,,
Great Basin NP,1969,"34,700",,,,
Great Basin NP,1970,"41,200",,,,
Great Basin NP,1971,"43,500",,,,
Great Basin NP,1972,"46,949",,,,
Great Basin NP,1973,"38,500",,,,
Great Basin NP,1974,"32,100",,,,
Great Basin NP,1975,"37,900",,,,
Great Basin NP,1976,"41,800",,,,
Great Basin NP,1977,"40,300",,,,
Great Basin NP,1978,"40,266",,,,
Great Basin NP,1979,"29,947",0,0,0,
Great Basin NP,1980,"33,383",0,0,0,
Great Basin NP,1981,"33,367",0,0,0,
Great Basin NP,1982,"32,264",0,0,0,
Great Basin NP,1983,"30,335",0,0,0,
Great Basin NP,1984,"37,676",0,0,0,
Great Basin NP,1985,"36,343",0,0,0,
Great Basin NP,1986,"40,359",0,0,0,
Great Basin NP,1987,"63,532","16,457","16,438",345,
Great Basin NP,1988,"73,559","21,099","21,639",536,
Great Basin NP,1989,"70,259","23,205","20,178",480,
Great Basin NP,1990,"65,026","24,271","19,188",348,
Great Basin NP,1991,"63,864","18,688","15,710",292,
Great Basin NP,1992,"69,144","25,591","22,126",434,
Great Basin NP,1993,"91,915","28,461","21,994",529,
Great Basin NP,1994,"88,024","17,527","12,518",262,
Great Basin NP,1995,"87,829","19,228","15,028",340,
Great Basin NP,1996,"86,635","19,647","15,948",318,
Great Basin NP,1997,"90,760","20,163","15,484",308,
Great Basin NP,1998,"80,363","13,389","11,720",289,
Great Basin NP,1999,"90,119","17,940","14,555",265,
Great Basin NP,2000,"81,045","18,287","12,653",294,
Great Basin NP,2001,"81,712","22,480","14,073",211,
Great Basin NP,2002,"85,777","21,196","13,810",200,
Great Basin NP,2003,"87,020","18,991","12,943",148,
Great Basin NP,2004,"79,879","13,233","10,185",355,
Great Basin NP,2005,"77,741","15,551","11,893",191,
Great Basin NP,2006,"78,524","14,056","10,821",304,
Great Basin NP,2007,"81,364","14,335","11,780",420,
Great Basin NP,2008,"69,235","14,248","8,647",392,
Great Basin NP,2009,"84,974","16,295","9,817",445,
Great Basin NP,2010,"88,870","18,523","11,716",613,
Great Basin NP,2011,"91,451","21,090","11,256",674,
Great Basin NP,2012,"94,850","21,271","11,340",638,
Great Basin NP,2013,"92,893","20,674","10,924",691,
Great Basin NP,2014,"107,526","22,621","12,147","1,063",
Great Basin NP,2015,"116,123","24,014","13,151","1,017",
Great Basin NP,2016,"144,846","26,743","14,748","1,067",
,,,,,,
Great Sand Dunes NP & PRES,1932,500,,,,
Great Sand Dunes NP & PRES,1933,550,,,,
Great Sand Dunes NP & PRES,1935,"3,000",,,,
Great Sand Dunes NP & PRES,1936,"3,150",,,,
Great Sand Dunes NP & PRES,1937,"3,497",,,,
Great Sand Dunes NP & PRES,1938,"11,050",,,,
Great Sand Dunes NP & PRES,1939,"11,700",,,,
Great Sand Dunes NP & PRES,1940,"8,419",,,,
Great Sand Dunes NP & PRES,1941,"11,684",,,,
Great Sand Dunes NP & PRES,1942,"3,419",,,,
Great Sand Dunes NP & PRES,1943,"3,007",,,,
Great Sand Dunes NP & PRES,1944,"3,466",,,,
Great Sand Dunes NP & PRES,1945,"6,403",,,,
Great Sand Dunes NP & PRES,1946,"8,777",,,,
Great Sand Dunes NP & PRES,1947,"16,016",,,,
Great Sand Dunes NP & PRES,1948,"16,478",,,,
Great Sand Dunes NP & PRES,1949,"23,082",,,,
Great Sand Dunes NP & PRES,1950,"19,004",,,,
Great Sand Dunes NP & PRES,1951,"16,759",,,,
Great Sand Dunes NP & PRES,1952,"22,376",,,,
Great Sand Dunes NP & PRES,1953,"26,137",,,,
Great Sand Dunes NP & PRES,1954,"26,400",,,,
Great Sand Dunes NP & PRES,1955,"26,800",,,,
Great Sand Dunes NP & PRES,1956,"31,200",,,,
Great Sand Dunes NP & PRES,1957,"36,200",,,,
Great Sand Dunes NP & PRES,1958,"40,900",,,,
Great Sand Dunes NP & PRES,1959,"49,300",,,,
Great Sand Dunes NP & PRES,1960,"52,700",,,,
Great Sand Dunes NP & PRES,1961,"61,100",,,,
Great Sand Dunes NP & PRES,1962,"92,800",,,,
Great Sand Dunes NP & PRES,1963,"105,700",,,,
Great Sand Dunes NP & PRES,1964,"120,500",,,,
Great Sand Dunes NP & PRES,1965,"142,100",,,,
Great Sand Dunes NP & PRES,1966,"157,500",,,,
Great Sand Dunes NP & PRES,1967,"178,000",,,,
Great Sand Dunes NP & PRES,1968,"178,600",,,,
Great Sand Dunes NP & PRES,1969,"174,100",,,,
Great Sand Dunes NP & PRES,1970,"205,800",,,,
Great Sand Dunes NP & PRES,1971,"211,300",,,,
Great Sand Dunes NP & PRES,1972,"217,200",,,,
Great Sand Dunes NP & PRES,1973,"192,300",,,,
Great Sand Dunes NP & PRES,1974,"194,700",,,,
Great Sand Dunes NP & PRES,1975,"271,200",,,,
Great Sand Dunes NP & PRES,1976,"248,000",,,,
Great Sand Dunes NP & PRES,1977,"227,900",,,,
Great Sand Dunes NP & PRES,1978,"277,640",,,,
Great Sand Dunes NP & PRES,1979,"162,546","17,194","14,915",387,
Great Sand Dunes NP & PRES,1980,"142,427","16,420","14,193",465,
Great Sand Dunes NP & PRES,1981,"172,505","16,998","16,360",573,
Great Sand Dunes NP & PRES,1982,"175,273","17,398","16,682",706,
Great Sand Dunes NP & PRES,1983,"150,177","15,475","15,905",639,
Great Sand Dunes NP & PRES,1984,"141,833","16,294","14,599",673,
Great Sand Dunes NP & PRES,1985,"182,713","16,715","15,254",721,
Great Sand Dunes NP & PRES,1986,"221,449","15,489","13,816",758,
Great Sand Dunes NP & PRES,1987,"225,937","17,827","14,794",811,
Great Sand Dunes NP & PRES,1988,"274,286","17,460","13,666","1,112",
Great Sand Dunes NP & PRES,1989,"266,321","18,665","15,848",695,
Great Sand Dunes NP & PRES,1990,"272,136","19,309","14,590",447,
Great Sand Dunes NP & PRES,1991,"295,070","22,570","15,698",505,
Great Sand Dunes NP & PRES,1992,"290,654","24,112","16,190",675,
Great Sand Dunes NP & PRES,1993,"294,282","24,318","14,588",963,
Great Sand Dunes NP & PRES,1994,"312,225","24,658","14,020","1,210",
Great Sand Dunes NP & PRES,1995,"323,663","26,007","14,320","1,313",
Great Sand Dunes NP & PRES,1996,"309,283","24,220","13,177","1,300",
Great Sand Dunes NP & PRES,1997,"309,855","24,755","13,810","1,216",
Great Sand Dunes NP & PRES,1998,"279,768","21,786","11,844","1,437",
Great Sand Dunes NP & PRES,1999,"286,745","24,433","13,867","1,404",
Great Sand Dunes NP & PRES,2000,"260,789","18,438","11,031","1,367",
Great Sand Dunes NP & PRES,2001,"277,523","23,625","14,206","1,982",
Great Sand Dunes NP & PRES,2002,"234,776","20,926","11,891","1,470",
Great Sand Dunes NP & PRES,2003,"251,375","23,514","13,065","2,122",
Great Sand Dunes NP & PRES,2004,"267,204","23,418","13,482","1,808",
Great Sand Dunes NP & PRES,2005,"279,589","23,762","14,682","1,804",
Great Sand Dunes NP & PRES,2006,"258,660","22,464","11,775","1,651",
Great Sand Dunes NP & PRES,2007,"285,121","24,731","14,906","2,309",
Great Sand Dunes NP & PRES,2008,"273,903","26,763","11,745","2,119",
Great Sand Dunes NP & PRES,2009,"289,955","29,028","13,498","2,355",
Great Sand Dunes NP & PRES,2010,"283,284","27,423","13,528","2,171",
Great Sand Dunes NP & PRES,2011,"280,058","25,400","13,688","2,201",
Great Sand Dunes NP & PRES,2012,"254,674","21,682","10,504","2,613",
Great Sand Dunes NP & PRES,2013,"242,841","17,949","7,326","2,300",
Great Sand Dunes NP & PRES,2014,"271,774","25,881","15,180","3,405",
Great Sand Dunes NP & PRES,2015,"299,513","28,734","15,028","3,754",
Great Sand Dunes NP & PRES,2016,"388,308","30,757","17,532","4,508",
,,,,,,
Great Smoky Mountains NP,1931,"154,000",,,,
Great Smoky Mountains NP,1932,"300,000",,,,
Great Smoky Mountains NP,1933,"375,000",,,,
Great Smoky Mountains NP,1934,"420,000",,,,
Great Smoky Mountains NP,1935,"500,000",,,,
Great Smoky Mountains NP,1936,"602,222",,,,
Great Smoky Mountains NP,1937,"727,243",,,,
Great Smoky Mountains NP,1938,"694,634",,,,
Great Smoky Mountains NP,1939,"761,567",,,,
Great Smoky Mountains NP,1940,"860,960",,,,
Great Smoky Mountains NP,1941,"1,310,101",,,,
Great Smoky Mountains NP,1942,"728,706",,,,
Great Smoky Mountains NP,1943,"383,116",,,,
Great Smoky Mountains NP,1944,"534,586",,,,
Great Smoky Mountains NP,1945,"750,690",,,,
Great Smoky Mountains NP,1946,"1,157,930",,,,
Great Smoky Mountains NP,1947,"1,204,017",,,,
Great Smoky Mountains NP,1948,"1,469,749",,,,
Great Smoky Mountains NP,1949,"1,539,641",,,,
Great Smoky Mountains NP,1950,"1,843,620",,,,
Great Smoky Mountains NP,1951,"1,945,100",,,,
Great Smoky Mountains NP,1952,"2,322,152",,,,
Great Smoky Mountains NP,1953,"2,250,772",,,,
Great Smoky Mountains NP,1954,"2,526,900",,,,
Great Smoky Mountains NP,1955,"2,581,500",,,,
Great Smoky Mountains NP,1956,"2,885,800",,,,
Great Smoky Mountains NP,1957,"2,943,700",,,,
Great Smoky Mountains NP,1958,"3,168,900",,,,
Great Smoky Mountains NP,1959,"3,162,300",,,,
Great Smoky Mountains NP,1960,"4,528,600",,,,
Great Smoky Mountains NP,1961,"4,762,100",,,,
Great Smoky Mountains NP,1962,"5,209,800",,,,
Great Smoky Mountains NP,1963,"5,258,700",,,,
Great Smoky Mountains NP,1964,"5,321,100",,,,
Great Smoky Mountains NP,1965,"5,954,900",,,,
Great Smoky Mountains NP,1966,"6,466,100",,,,
Great Smoky Mountains NP,1967,"6,710,100",,,,
Great Smoky Mountains NP,1968,"6,667,100",,,,
Great Smoky Mountains NP,1969,"6,331,100",,,,
Great Smoky Mountains NP,1970,"6,778,500",,,,
Great Smoky Mountains NP,1971,"7,173,000",,,,
Great Smoky Mountains NP,1972,"8,034,753",,,,
Great Smoky Mountains NP,1973,"7,586,300",,,,
Great Smoky Mountains NP,1974,"7,807,800",,,,
Great Smoky Mountains NP,1975,"8,541,500",,,,
Great Smoky Mountains NP,1976,"8,991,500",,,,
Great Smoky Mountains NP,1977,"9,173,600",,,,
Great Smoky Mountains NP,1978,"8,695,534",,,,
Great Smoky Mountains NP,1979,"8,019,788","213,565","215,495","80,970",
Great Smoky Mountains NP,1980,"8,440,953","198,189","207,223","81,500",
Great Smoky Mountains NP,1981,"8,312,884","199,553","210,194","79,227",
Great Smoky Mountains NP,1982,"8,177,869","229,604","220,041","73,697",
Great Smoky Mountains NP,1983,"8,435,475","175,423","158,027","68,712",
Great Smoky Mountains NP,1984,"8,508,390","170,878","186,801","64,365",
Great Smoky Mountains NP,1985,"9,319,290","197,255","184,692","65,493",
Great Smoky Mountains NP,1986,"9,836,306","179,204","185,274","68,375",
Great Smoky Mountains NP,1987,"10,209,841","206,530","183,141","76,714",
Great Smoky Mountains NP,1988,"8,770,781","200,518","190,092","72,152",
Great Smoky Mountains NP,1989,"8,333,553","170,866","176,792","69,228",
Great Smoky Mountains NP,1990,"8,151,769","182,927","166,774","77,061",
Great Smoky Mountains NP,1991,"8,654,459","190,879","170,014","77,207",
Great Smoky Mountains NP,1992,"8,931,690","197,500","163,033","90,027",
Great Smoky Mountains NP,1993,"9,283,848","189,941","140,896","96,459",
Great Smoky Mountains NP,1994,"8,628,174","211,393","153,733","87,120",
Great Smoky Mountains NP,1995,"9,080,420","226,016","166,249","101,872",
Great Smoky Mountains NP,1996,"9,265,667","181,195","143,769","102,022",
Great Smoky Mountains NP,1997,"9,965,075","200,322","142,872","106,244",
Great Smoky Mountains NP,1998,"9,989,395","191,418","141,109","101,486",
Great Smoky Mountains NP,1999,"10,283,598","191,169","133,961","92,994",
Great Smoky Mountains NP,2000,"10,175,812","177,170","128,172","80,654",
Great Smoky Mountains NP,2001,"9,197,697","146,724","125,147","76,919",
Great Smoky Mountains NP,2002,"9,316,420","154,853","129,195","77,816",
Great Smoky Mountains NP,2003,"9,366,845","154,490","126,815","73,124",
Great Smoky Mountains NP,2004,"9,167,046","136,228","122,959","73,787",
Great Smoky Mountains NP,2005,"9,192,477","135,132","120,448","69,985",
Great Smoky Mountains NP,2006,"9,289,215","136,994","120,825","70,193",
Great Smoky Mountains NP,2007,"9,372,253","163,489","134,112","70,215",
Great Smoky Mountains NP,2008,"9,044,010","142,849","118,981","71,381",
Great Smoky Mountains NP,2009,"9,491,437","154,852","134,115","79,182",
Great Smoky Mountains NP,2010,"9,463,538","154,504","128,991","79,480",
Great Smoky Mountains NP,2011,"9,008,830","145,077","108,732","90,444",
Great Smoky Mountains NP,2012,"9,685,829","152,056","118,522","84,236",
Great Smoky Mountains NP,2013,"9,354,695","128,259","103,881","70,407",
Great Smoky Mountains NP,2014,"10,099,276","151,150","113,373","86,153",
Great Smoky Mountains NP,2015,"10,712,674","172,984","117,177","97,629",
Great Smoky Mountains NP,2016,"11,312,786","190,574","111,680","109,349",
,,,,,,
Greenbelt Park,1964,"29,600",,,,
Greenbelt Park,1971,"181,900",,,,
Greenbelt Park,1972,"271,539",,,,
Greenbelt Park,1973,"224,500",,,,
Greenbelt Park,1974,"249,000",,,,
Greenbelt Park,1975,"1,040,200",,,,
Greenbelt Park,1976,"1,049,600",,,,
Greenbelt Park,1977,"160,000",,,,
Greenbelt Park,1978,"495,012",,,,
